seq,train_no,train_type,service_type,direction,origin,dep_time,dest,arr_time,sched_duration,distance_km,days_kor,main_line_kor,note,dep_time_parsed,arr_time_parsed,sched_dur_sec,avg_speed_kmh,day_of_week,main_line_norm,overnight_flag,dep_dt,arr_dt,block_time_min,sched_dur_min,dur_diff_min,est_revenue_won_general
43,3071,화물,정기,하,오봉,5:15:00,신광양항,12:08:00,6:53:00,385.9,월화수목금토,전라선,,05:15:00,12:08:00,24780,56.06295399515738,Tue,Jeolla Line,0,2024-01-02 05:15:00,2024-01-02 12:08:00,413.0,413.0,0.0,21255372.0
43,3071,화물,정기,하,오봉,5:15:00,신광양항,12:08:00,6:53:00,385.9,월화수목금토,전라선,,05:15:00,12:08:00,24780,56.06295399515738,Wed,Jeolla Line,0,2024-01-03 05:15:00,2024-01-03 12:08:00,413.0,413.0,0.0,21255372.0
43,3071,화물,정기,하,오봉,5:15:00,신광양항,12:08:00,6:53:00,385.9,월화수목금토,전라선,,05:15:00,12:08:00,24780,56.06295399515738,Thu,Jeolla Line,0,2024-01-04 05:15:00,2024-01-04 12:08:00,413.0,413.0,0.0,21255372.0
43,3071,화물,정기,하,오봉,5:15:00,신광양항,12:08:00,6:53:00,385.9,월화수목금토,전라선,,05:15:00,12:08:00,24780,56.06295399515738,Fri,Jeolla Line,0,2024-01-05 05:15:00,2024-01-05 12:08:00,413.0,413.0,0.0,21255372.0
43,3071,화물,정기,하,오봉,5:15:00,신광양항,12:08:00,6:53:00,385.9,월화수목금토,전라선,,05:15:00,12:08:00,24780,56.06295399515738,Sat,Jeolla Line,0,2024-01-06 05:15:00,2024-01-06 12:08:00,413.0,413.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Mon,Jeolla Line,0,2024-01-01 15:00:00,2024-01-01 21:27:00,387.0,387.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Tue,Jeolla Line,0,2024-01-02 15:00:00,2024-01-02 21:27:00,387.0,387.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Wed,Jeolla Line,0,2024-01-03 15:00:00,2024-01-03 21:27:00,387.0,387.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Thu,Jeolla Line,0,2024-01-04 15:00:00,2024-01-04 21:27:00,387.0,387.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Fri,Jeolla Line,0,2024-01-05 15:00:00,2024-01-05 21:27:00,387.0,387.0,0.0,21255372.0
44,3072,화물,정기,상,신광양항,15:00:00,오봉,21:27:00,6:27:00,385.9,월화수목금토,전라선,,15:00:00,21:27:00,23220,59.82945736434108,Sat,Jeolla Line,0,2024-01-06 15:00:00,2024-01-06 21:27:00,387.0,387.0,0.0,21255372.0
45,3073,화물,정기,하,황등,8:55:00,신광양항,13:09:00,4:14:00,172.5,월화수목금,전라선,,08:55:00,13:09:00,15240,40.74803149606299,Mon,Jeolla Line,0,2024-01-01 08:55:00,2024-01-01 13:09:00,254.0,254.0,0.0,9501300.0
45,3073,화물,정기,하,황등,8:55:00,신광양항,13:09:00,4:14:00,172.5,월화수목금,전라선,,08:55:00,13:09:00,15240,40.74803149606299,Tue,Jeolla Line,0,2024-01-02 08:55:00,2024-01-02 13:09:00,254.0,254.0,0.0,9501300.0
45,3073,화물,정기,하,황등,8:55:00,신광양항,13:09:00,4:14:00,172.5,월화수목금,전라선,,08:55:00,13:09:00,15240,40.74803149606299,Wed,Jeolla Line,0,2024-01-03 08:55:00,2024-01-03 13:09:00,254.0,254.0,0.0,9501300.0
45,3073,화물,정기,하,황등,8:55:00,신광양항,13:09:00,4:14:00,172.5,월화수목금,전라선,,08:55:00,13:09:00,15240,40.74803149606299,Thu,Jeolla Line,0,2024-01-04 08:55:00,2024-01-04 13:09:00,254.0,254.0,0.0,9501300.0
45,3073,화물,정기,하,황등,8:55:00,신광양항,13:09:00,4:14:00,172.5,월화수목금,전라선,,08:55:00,13:09:00,15240,40.74803149606299,Fri,Jeolla Line,0,2024-01-05 08:55:00,2024-01-05 13:09:00,254.0,254.0,0.0,9501300.0
46,3074,화물,정기,상,신광양항,14:20:00,황등,17:39:00,3:19:00,172.5,월화수목금,전라선,,14:20:00,17:39:00,11940,52.01005025125628,Mon,Jeolla Line,0,2024-01-01 14:20:00,2024-01-01 17:39:00,199.0,199.0,0.0,9501300.0
46,3074,화물,정기,상,신광양항,14:20:00,황등,17:39:00,3:19:00,172.5,월화수목금,전라선,,14:20:00,17:39:00,11940,52.01005025125628,Tue,Jeolla Line,0,2024-01-02 14:20:00,2024-01-02 17:39:00,199.0,199.0,0.0,9501300.0
46,3074,화물,정기,상,신광양항,14:20:00,황등,17:39:00,3:19:00,172.5,월화수목금,전라선,,14:20:00,17:39:00,11940,52.01005025125628,Wed,Jeolla Line,0,2024-01-03 14:20:00,2024-01-03 17:39:00,199.0,199.0,0.0,9501300.0
46,3074,화물,정기,상,신광양항,14:20:00,황등,17:39:00,3:19:00,172.5,월화수목금,전라선,,14:20:00,17:39:00,11940,52.01005025125628,Thu,Jeolla Line,0,2024-01-04 14:20:00,2024-01-04 17:39:00,199.0,199.0,0.0,9501300.0
46,3074,화물,정기,상,신광양항,14:20:00,황등,17:39:00,3:19:00,172.5,월화수목금,전라선,,14:20:00,17:39:00,11940,52.01005025125628,Fri,Jeolla Line,0,2024-01-05 14:20:00,2024-01-05 17:39:00,199.0,199.0,0.0,9501300.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Mon,Jeolla Line,0,2024-01-01 12:45:00,2024-01-01 15:30:00,165.0,165.0,0.0,8162856.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Tue,Jeolla Line,0,2024-01-02 12:45:00,2024-01-02 15:30:00,165.0,165.0,0.0,8162856.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Wed,Jeolla Line,0,2024-01-03 12:45:00,2024-01-03 15:30:00,165.0,165.0,0.0,8162856.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Thu,Jeolla Line,0,2024-01-04 12:45:00,2024-01-04 15:30:00,165.0,165.0,0.0,8162856.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Fri,Jeolla Line,0,2024-01-05 12:45:00,2024-01-05 15:30:00,165.0,165.0,0.0,8162856.0
47,3075,화물,정기,하,동산,12:45:00,신광양항,15:30:00,2:45:00,148.2,월화수목금토,전라선,,12:45:00,15:30:00,9900,53.89090909090908,Sat,Jeolla Line,0,2024-01-06 12:45:00,2024-01-06 15:30:00,165.0,165.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Mon,Jeolla Line,0,2024-01-01 16:30:00,2024-01-01 19:00:00,150.0,150.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Tue,Jeolla Line,0,2024-01-02 16:30:00,2024-01-02 19:00:00,150.0,150.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Wed,Jeolla Line,0,2024-01-03 16:30:00,2024-01-03 19:00:00,150.0,150.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Thu,Jeolla Line,0,2024-01-04 16:30:00,2024-01-04 19:00:00,150.0,150.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Fri,Jeolla Line,0,2024-01-05 16:30:00,2024-01-05 19:00:00,150.0,150.0,0.0,8162856.0
48,3076,화물,정기,상,신광양항,16:30:00,동산,19:00:00,2:30:00,148.2,월화수목금토,전라선,,16:30:00,19:00:00,9000,59.279999999999994,Sat,Jeolla Line,0,2024-01-06 16:30:00,2024-01-06 19:00:00,150.0,150.0,0.0,8162856.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Mon,Jeolla Line,0,2024-01-01 13:17:00,2024-01-01 16:46:00,209.0,209.0,0.0,9694080.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Tue,Jeolla Line,0,2024-01-02 13:17:00,2024-01-02 16:46:00,209.0,209.0,0.0,9694080.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Wed,Jeolla Line,0,2024-01-03 13:17:00,2024-01-03 16:46:00,209.0,209.0,0.0,9694080.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Thu,Jeolla Line,0,2024-01-04 13:17:00,2024-01-04 16:46:00,209.0,209.0,0.0,9694080.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Fri,Jeolla Line,0,2024-01-05 13:17:00,2024-01-05 16:46:00,209.0,209.0,0.0,9694080.0
49,3077,화물,정기,하,익산,13:17:00,적량,16:46:00,3:29:00,176.0,월화수목금토,전라선,,13:17:00,16:46:00,12540,50.526315789473685,Sat,Jeolla Line,0,2024-01-06 13:17:00,2024-01-06 16:46:00,209.0,209.0,0.0,9694080.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Mon,Jeolla Line,0,2024-01-01 17:30:00,2024-01-01 20:08:00,158.0,158.0,0.0,8724672.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Tue,Jeolla Line,0,2024-01-02 17:30:00,2024-01-02 20:08:00,158.0,158.0,0.0,8724672.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Wed,Jeolla Line,0,2024-01-03 17:30:00,2024-01-03 20:08:00,158.0,158.0,0.0,8724672.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Thu,Jeolla Line,0,2024-01-04 17:30:00,2024-01-04 20:08:00,158.0,158.0,0.0,8724672.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Fri,Jeolla Line,0,2024-01-05 17:30:00,2024-01-05 20:08:00,158.0,158.0,0.0,8724672.0
50,3078,화물,정기,상,적량,17:30:00,동산,20:08:00,2:38:00,158.4,월화수목금토,전라선,,17:30:00,20:08:00,9480,60.151898734177216,Sat,Jeolla Line,0,2024-01-06 17:30:00,2024-01-06 20:08:00,158.0,158.0,0.0,8724672.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Mon,Jeolla Line,0,2024-01-01 06:00:00,2024-01-01 09:17:00,197.0,197.0,0.0,9501300.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Tue,Jeolla Line,0,2024-01-02 06:00:00,2024-01-02 09:17:00,197.0,197.0,0.0,9501300.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Wed,Jeolla Line,0,2024-01-03 06:00:00,2024-01-03 09:17:00,197.0,197.0,0.0,9501300.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Thu,Jeolla Line,0,2024-01-04 06:00:00,2024-01-04 09:17:00,197.0,197.0,0.0,9501300.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Fri,Jeolla Line,0,2024-01-05 06:00:00,2024-01-05 09:17:00,197.0,197.0,0.0,9501300.0
51,3079,화물,정기,하,황등,6:00:00,신광양항,9:17:00,3:17:00,172.5,월화수목금토,전라선,,06:00:00,09:17:00,11820,52.53807106598985,Sat,Jeolla Line,0,2024-01-06 06:00:00,2024-01-06 09:17:00,197.0,197.0,0.0,9501300.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Mon,Jeolla Line,0,2024-01-01 10:28:00,2024-01-01 14:04:00,216.0,216.0,0.0,10310976.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Tue,Jeolla Line,0,2024-01-02 10:28:00,2024-01-02 14:04:00,216.0,216.0,0.0,10310976.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Wed,Jeolla Line,0,2024-01-03 10:28:00,2024-01-03 14:04:00,216.0,216.0,0.0,10310976.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Thu,Jeolla Line,0,2024-01-04 10:28:00,2024-01-04 14:04:00,216.0,216.0,0.0,10310976.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Fri,Jeolla Line,0,2024-01-05 10:28:00,2024-01-05 14:04:00,216.0,216.0,0.0,10310976.0
52,3080,화물,정기,상,신광양항,10:28:00,군산,14:04:00,3:36:00,187.2,월화수목금토,전라선,,10:28:00,14:04:00,12960,51.99999999999999,Sat,Jeolla Line,0,2024-01-06 10:28:00,2024-01-06 14:04:00,216.0,216.0,0.0,10310976.0
53,3081,화물,정기,상,황등,16:38:00,부산신항,22:41:00,6:03:00,312.1,월화수목금,경전선,,16:38:00,22:41:00,21780,51.586776859504134,Mon,Gyeongjeon Line,0,2024-01-01 16:38:00,2024-01-01 22:41:00,363.0,363.0,0.0,17190468.0
53,3081,화물,정기,상,황등,16:38:00,부산신항,22:41:00,6:03:00,312.1,월화수목금,경전선,,16:38:00,22:41:00,21780,51.586776859504134,Tue,Gyeongjeon Line,0,2024-01-02 16:38:00,2024-01-02 22:41:00,363.0,363.0,0.0,17190468.0
53,3081,화물,정기,상,황등,16:38:00,부산신항,22:41:00,6:03:00,312.1,월화수목금,경전선,,16:38:00,22:41:00,21780,51.586776859504134,Wed,Gyeongjeon Line,0,2024-01-03 16:38:00,2024-01-03 22:41:00,363.0,363.0,0.0,17190468.0
53,3081,화물,정기,상,황등,16:38:00,부산신항,22:41:00,6:03:00,312.1,월화수목금,경전선,,16:38:00,22:41:00,21780,51.586776859504134,Thu,Gyeongjeon Line,0,2024-01-04 16:38:00,2024-01-04 22:41:00,363.0,363.0,0.0,17190468.0
53,3081,화물,정기,상,황등,16:38:00,부산신항,22:41:00,6:03:00,312.1,월화수목금,경전선,,16:38:00,22:41:00,21780,51.586776859504134,Fri,Gyeongjeon Line,0,2024-01-05 16:38:00,2024-01-05 22:41:00,363.0,363.0,0.0,17190468.0
54,3082,화물,정기,하,부산신항,5:10:00,황등,11:32:00,6:22:00,312.1,월화수목금,경전선,,05:10:00,11:32:00,22920,49.02094240837697,Mon,Gyeongjeon Line,0,2024-01-01 05:10:00,2024-01-01 11:32:00,382.0,382.0,0.0,17190468.0
54,3082,화물,정기,하,부산신항,5:10:00,황등,11:32:00,6:22:00,312.1,월화수목금,경전선,,05:10:00,11:32:00,22920,49.02094240837697,Tue,Gyeongjeon Line,0,2024-01-02 05:10:00,2024-01-02 11:32:00,382.0,382.0,0.0,17190468.0
54,3082,화물,정기,하,부산신항,5:10:00,황등,11:32:00,6:22:00,312.1,월화수목금,경전선,,05:10:00,11:32:00,22920,49.02094240837697,Wed,Gyeongjeon Line,0,2024-01-03 05:10:00,2024-01-03 11:32:00,382.0,382.0,0.0,17190468.0
54,3082,화물,정기,하,부산신항,5:10:00,황등,11:32:00,6:22:00,312.1,월화수목금,경전선,,05:10:00,11:32:00,22920,49.02094240837697,Thu,Gyeongjeon Line,0,2024-01-04 05:10:00,2024-01-04 11:32:00,382.0,382.0,0.0,17190468.0
54,3082,화물,정기,하,부산신항,5:10:00,황등,11:32:00,6:22:00,312.1,월화수목금,경전선,,05:10:00,11:32:00,22920,49.02094240837697,Fri,Gyeongjeon Line,0,2024-01-05 05:10:00,2024-01-05 11:32:00,382.0,382.0,0.0,17190468.0
55,3083,화물,정기,상,황등,16:00:00,부산신항,21:03:00,5:03:00,312.1,월화수목금,경전선,,16:00:00,21:03:00,18180,61.801980198019805,Mon,Gyeongjeon Line,0,2024-01-01 16:00:00,2024-01-01 21:03:00,303.0,303.0,0.0,17190468.0
55,3083,화물,정기,상,황등,16:00:00,부산신항,21:03:00,5:03:00,312.1,월화수목금,경전선,,16:00:00,21:03:00,18180,61.801980198019805,Tue,Gyeongjeon Line,0,2024-01-02 16:00:00,2024-01-02 21:03:00,303.0,303.0,0.0,17190468.0
55,3083,화물,정기,상,황등,16:00:00,부산신항,21:03:00,5:03:00,312.1,월화수목금,경전선,,16:00:00,21:03:00,18180,61.801980198019805,Wed,Gyeongjeon Line,0,2024-01-03 16:00:00,2024-01-03 21:03:00,303.0,303.0,0.0,17190468.0
55,3083,화물,정기,상,황등,16:00:00,부산신항,21:03:00,5:03:00,312.1,월화수목금,경전선,,16:00:00,21:03:00,18180,61.801980198019805,Thu,Gyeongjeon Line,0,2024-01-04 16:00:00,2024-01-04 21:03:00,303.0,303.0,0.0,17190468.0
55,3083,화물,정기,상,황등,16:00:00,부산신항,21:03:00,5:03:00,312.1,월화수목금,경전선,,16:00:00,21:03:00,18180,61.801980198019805,Fri,Gyeongjeon Line,0,2024-01-05 16:00:00,2024-01-05 21:03:00,303.0,303.0,0.0,17190468.0
56,3084,화물,정기,하,부산신항,6:30:00,황등,12:28:00,5:58:00,312.1,월화수목금,경전선,,06:30:00,12:28:00,21480,52.3072625698324,Mon,Gyeongjeon Line,0,2024-01-01 06:30:00,2024-01-01 12:28:00,358.0,358.0,0.0,17190468.0
56,3084,화물,정기,하,부산신항,6:30:00,황등,12:28:00,5:58:00,312.1,월화수목금,경전선,,06:30:00,12:28:00,21480,52.3072625698324,Tue,Gyeongjeon Line,0,2024-01-02 06:30:00,2024-01-02 12:28:00,358.0,358.0,0.0,17190468.0
56,3084,화물,정기,하,부산신항,6:30:00,황등,12:28:00,5:58:00,312.1,월화수목금,경전선,,06:30:00,12:28:00,21480,52.3072625698324,Wed,Gyeongjeon Line,0,2024-01-03 06:30:00,2024-01-03 12:28:00,358.0,358.0,0.0,17190468.0
56,3084,화물,정기,하,부산신항,6:30:00,황등,12:28:00,5:58:00,312.1,월화수목금,경전선,,06:30:00,12:28:00,21480,52.3072625698324,Thu,Gyeongjeon Line,0,2024-01-04 06:30:00,2024-01-04 12:28:00,358.0,358.0,0.0,17190468.0
56,3084,화물,정기,하,부산신항,6:30:00,황등,12:28:00,5:58:00,312.1,월화수목금,경전선,,06:30:00,12:28:00,21480,52.3072625698324,Fri,Gyeongjeon Line,0,2024-01-05 06:30:00,2024-01-05 12:28:00,358.0,358.0,0.0,17190468.0
57,3085,화물,정기,하,동해,17:19:00,부산신항,6:57:00,13:38:00,501.6,월화수목금,중앙선,,17:19:00,06:57:00,49080,36.79217603911981,Mon,Jungang Line,1,2024-01-01 17:19:00,2024-01-02 06:57:00,818.0,818.0,0.0,27628128.0
57,3085,화물,정기,하,동해,17:19:00,부산신항,6:57:00,13:38:00,501.6,월화수목금,중앙선,,17:19:00,06:57:00,49080,36.79217603911981,Tue,Jungang Line,1,2024-01-02 17:19:00,2024-01-03 06:57:00,818.0,818.0,0.0,27628128.0
57,3085,화물,정기,하,동해,17:19:00,부산신항,6:57:00,13:38:00,501.6,월화수목금,중앙선,,17:19:00,06:57:00,49080,36.79217603911981,Wed,Jungang Line,1,2024-01-03 17:19:00,2024-01-04 06:57:00,818.0,818.0,0.0,27628128.0
57,3085,화물,정기,하,동해,17:19:00,부산신항,6:57:00,13:38:00,501.6,월화수목금,중앙선,,17:19:00,06:57:00,49080,36.79217603911981,Thu,Jungang Line,1,2024-01-04 17:19:00,2024-01-05 06:57:00,818.0,818.0,0.0,27628128.0
57,3085,화물,정기,하,동해,17:19:00,부산신항,6:57:00,13:38:00,501.6,월화수목금,중앙선,,17:19:00,06:57:00,49080,36.79217603911981,Fri,Jungang Line,1,2024-01-05 17:19:00,2024-01-06 06:57:00,818.0,818.0,0.0,27628128.0
58,3086,화물,정기,상,부산신항,19:40:00,동해,8:21:00,12:41:00,501.6,일월화수목,중앙선,,19:40:00,08:21:00,45660,39.54796320630749,Sun,Jungang Line,1,2024-01-07 19:40:00,2024-01-08 08:21:00,761.0,761.0,0.0,27628128.0
58,3086,화물,정기,상,부산신항,19:40:00,동해,8:21:00,12:41:00,501.6,일월화수목,중앙선,,19:40:00,08:21:00,45660,39.54796320630749,Mon,Jungang Line,1,2024-01-01 19:40:00,2024-01-02 08:21:00,761.0,761.0,0.0,27628128.0
58,3086,화물,정기,상,부산신항,19:40:00,동해,8:21:00,12:41:00,501.6,일월화수목,중앙선,,19:40:00,08:21:00,45660,39.54796320630749,Tue,Jungang Line,1,2024-01-02 19:40:00,2024-01-03 08:21:00,761.0,761.0,0.0,27628128.0
58,3086,화물,정기,상,부산신항,19:40:00,동해,8:21:00,12:41:00,501.6,일월화수목,중앙선,,19:40:00,08:21:00,45660,39.54796320630749,Wed,Jungang Line,1,2024-01-03 19:40:00,2024-01-04 08:21:00,761.0,761.0,0.0,27628128.0
58,3086,화물,정기,상,부산신항,19:40:00,동해,8:21:00,12:41:00,501.6,일월화수목,중앙선,,19:40:00,08:21:00,45660,39.54796320630749,Thu,Jungang Line,1,2024-01-04 19:40:00,2024-01-05 08:21:00,761.0,761.0,0.0,27628128.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Mon,Jungang Line,1,2024-01-01 18:53:00,2024-01-02 04:26:00,573.0,573.0,0.0,14915664.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Tue,Jungang Line,1,2024-01-02 18:53:00,2024-01-03 04:26:00,573.0,573.0,0.0,14915664.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Wed,Jungang Line,1,2024-01-03 18:53:00,2024-01-04 04:26:00,573.0,573.0,0.0,14915664.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Thu,Jungang Line,1,2024-01-04 18:53:00,2024-01-05 04:26:00,573.0,573.0,0.0,14915664.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Fri,Jungang Line,1,2024-01-05 18:53:00,2024-01-06 04:26:00,573.0,573.0,0.0,14915664.0
59,3087,화물,정기,하,문수,18:53:00,부산진,4:26:00,9:33:00,270.8,월화수목금토,중앙선,,18:53:00,04:26:00,34380,28.356020942408374,Sat,Jungang Line,1,2024-01-06 18:53:00,2024-01-07 04:26:00,573.0,573.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Mon,Jungang Line,0,2024-01-01 05:15:00,2024-01-01 11:12:00,357.0,357.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Tue,Jungang Line,0,2024-01-02 05:15:00,2024-01-02 11:12:00,357.0,357.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Wed,Jungang Line,0,2024-01-03 05:15:00,2024-01-03 11:12:00,357.0,357.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Thu,Jungang Line,0,2024-01-04 05:15:00,2024-01-04 11:12:00,357.0,357.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Fri,Jungang Line,0,2024-01-05 05:15:00,2024-01-05 11:12:00,357.0,357.0,0.0,14915664.0
60,3088,화물,정기,상,부산진,5:15:00,문수,11:12:00,5:57:00,270.8,월화수목금토,중앙선,,05:15:00,11:12:00,21420,45.51260504201681,Sat,Jungang Line,0,2024-01-06 05:15:00,2024-01-06 11:12:00,357.0,357.0,0.0,14915664.0
61,3091,화물,정기,하,동해,3:32:00,부산진,14:05:00,10:33:00,423.4,일월화수목금토,중앙선,,03:32:00,14:05:00,37980,40.132701421800945,Sun,Jungang Line,0,2024-01-07 03:32:00,2024-01-07 14:05:00,633.0,633.0,0.0,23320872.0
61,3091,화물,정기,하,동해,3:32:00,부산진,14:05:00,10:33:00,423.4,일월화수목금토,중앙선,,03:32:00,14:05:00,37980,40.132701421800945,Mon,Jungang Line,0,2024-01-01 03:32:00,2024-01-01 14:05:00,633.0,633.0,0.0,23320872.0
