seq,train_no,train_type,service_type,direction,origin,dep_time,dest,arr_time,sched_duration,distance_km,days_kor,main_line_kor,note,dep_time_parsed,arr_time_parsed,sched_dur_sec,avg_speed_kmh,days_en,main_line_norm,overnight_flag
104,3188,화물,정기,상,제천조차장,7:01:00,대전조차장,9:55:00,2:54:00,152.1,일월화수목금토,충북선,,07:01:00,09:55:00,10440,52.44827586206897,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
105,3190,화물,정기,상,도담,8:37:00,대전조차장,12:08:00,3:31:00,170.3,일월화수목금토,충북선,,08:37:00,12:08:00,12660,48.42654028436019,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
106,3191,화물,정기,하,대전조차장,6:00:00,동해,13:47:00,7:47:00,313.1,월화수목금,충북선,,06:00:00,13:47:00,28020,40.226980728051394,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Chungbuk Line,0
107,3192,화물,정기,상,동해,4:30:00,대전조차장,12:16:00,7:46:00,313.1,월화수목금,충북선,,04:30:00,12:16:00,27960,40.31330472103004,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Chungbuk Line,0
108,3193,화물,정기,하,대전조차장,15:03:00,입석리,18:49:00,3:46:00,168.1,일월화수목금토,충북선,,15:03:00,18:49:00,13560,44.6283185840708,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
109,3194,화물,정기,상,도담,13:00:00,대전조차장,15:51:00,2:51:00,170.3,화수목금토,충북선,,13:00:00,15:51:00,10260,59.75438596491228,"['Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
110,3195,화물,정기,하,대전조차장,15:39:00,동해,23:27:00,7:48:00,313.1,일월화수목금토,충북선,,15:39:00,23:27:00,28080,40.14102564102564,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
111,3196,화물,정기,상,도담,14:12:00,대전조차장,17:01:00,2:49:00,170.3,일월화수목금토,충북선,,14:12:00,17:01:00,10140,60.46153846153846,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
112,3197,화물,정기,하,대전조차장,18:50:00,제천조차장,21:31:00,2:41:00,152.1,일월화수목금토,충북선,,18:50:00,21:31:00,9660,56.683229813664596,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
113,3198,화물,정기,상,제천조차장,16:25:00,대전조차장,19:23:00,2:58:00,152.1,일월화수목금토,충북선,,16:25:00,19:23:00,10680,51.26966292134831,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
114,3199,화물,정기,하,대전조차장,19:44:00,제천조차장,22:18:00,2:34:00,152.1,일월화수목금토,충북선,,19:44:00,22:18:00,9240,59.259740259740255,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
115,3213,화물,정기,하,청주,13:30:00,제천조차장,15:06:00,1:36:00,108.4,일월화수목금토,충북선,,13:30:00,15:06:00,5760,67.75,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
116,3214,화물,정기,상,쌍룡,7:32:00,청주,9:42:00,2:10:00,129.0,일월화수목금토,충북선,,07:32:00,09:42:00,7800,59.53846153846154,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
117,3215,화물,정기,하,청주,17:50:00,제천조차장,19:30:00,1:40:00,108.4,일월화수목금토,충북선,,17:50:00,19:30:00,6000,65.04,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
118,3216,화물,정기,상,쌍룡,12:18:00,청주,14:25:00,2:07:00,129.0,일월화수목금토,충북선,,12:18:00,14:25:00,7620,60.94488188976378,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
119,3221,화물,정기,하,수색,14:24:00,도담,18:42:00,4:18:00,272.4,일월화수목금토,경부선,,14:24:00,18:42:00,15480,63.348837209302324,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
120,3222,화물,정기,상,도담,4:05:00,수색,9:01:00,4:56:00,272.4,일월화수목금토,경부선,,04:05:00,09:01:00,17760,55.21621621621621,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
121,3223,화물,정기,하,수색,15:30:00,제천조차장,19:35:00,4:05:00,166.3,일화수목금토,중앙선,,15:30:00,19:35:00,14700,40.7265306122449,"['Sun', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
122,3224,화물,정기,상,도담,5:40:00,수색,10:12:00,4:32:00,184.5,일월화수목금토,중앙선,,05:40:00,10:12:00,16320,40.69852941176471,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
123,3225,화물,정기,하,수색,17:22:00,제천조차장,21:44:00,4:22:00,254.2,월화수목금토,경부선,,17:22:00,21:44:00,15720,58.21374045801527,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
124,3226,화물,정기,상,도담,12:30:00,수색,17:24:00,4:54:00,184.5,일월화수목금토,중앙선,,12:30:00,17:24:00,17640,37.6530612244898,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
125,3227,화물,정기,하,수색,18:20:00,제천조차장,21:55:00,3:35:00,166.3,일월화수목금,중앙선,,18:20:00,21:55:00,12900,46.40930232558139,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Jungang Line,0
126,3228,화물,정기,상,동해,13:05:00,수색,22:52:00,9:47:00,415.2,일월화수목금토,태백선,,13:05:00,22:52:00,35220,42.439522998296425,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
127,3236,화물,정기,상,입석리,6:10:00,오봉,9:41:00,3:31:00,232.6,일월화수목금토,충북선,,06:10:00,09:41:00,12660,66.14218009478672,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
128,3241,화물,정기,하,광운대,6:00:00,도담,9:39:00,3:39:00,160.8,일월화수목금토,중앙선,,06:00:00,09:39:00,13140,44.05479452054795,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
129,3242,화물,정기,상,도담,6:57:00,광운대,10:35:00,3:38:00,160.8,일월화수목금토,중앙선,,06:57:00,10:35:00,13080,44.25688073394496,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
130,3243,화물,정기,하,덕소,11:18:00,입석리,15:37:00,4:19:00,141.1,월화수목금토,중앙선,,11:18:00,15:37:00,15540,32.68725868725869,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
131,3244,화물,정기,상,입석리,11:05:00,광운대,14:47:00,3:42:00,158.6,일월화수목금토,중앙선,,11:05:00,14:47:00,13320,42.86486486486486,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
132,3245,화물,정기,하,광운대,19:31:00,제천조차장,22:40:00,3:09:00,142.6,월화수목금토,중앙선,,19:31:00,22:40:00,11340,45.26984126984127,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
133,3246,화물,정기,상,도담,14:38:00,광운대,18:10:00,3:32:00,160.8,일월화수목금토,중앙선,,14:38:00,18:10:00,12720,45.509433962264154,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
134,3247,화물,정기,하,광운대,21:56:00,입석리,1:14:00,3:18:00,158.6,일월화수목금토,중앙선,,21:56:00,01:14:00,11880,48.06060606060606,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,1
135,3248,화물,정기,상,입석리,16:43:00,광운대,20:31:00,3:48:00,158.6,일월화수목금토,중앙선,,16:43:00,20:31:00,13680,41.73684210526316,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
136,3251,화물,정기,하,덕소,6:00:00,입석리,9:22:00,3:22:00,141.1,일월화수목금토,중앙선,,06:00:00,09:22:00,12120,41.91089108910891,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
137,3252,화물,정기,상,제천조차장,4:20:00,덕소,6:38:00,2:18:00,125.1,월화수목금토,중앙선,,04:20:00,06:38:00,8280,54.391304347826086,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
138,3253,화물,정기,하,덕소,16:14:00,제천조차장,19:01:00,2:47:00,125.1,월화수목금토,중앙선,,16:14:00,19:01:00,10020,44.946107784431135,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
139,3254,화물,정기,상,제천조차장,9:37:00,덕소,12:14:00,2:37:00,125.1,월화수목금토,중앙선,,09:37:00,12:14:00,9420,47.808917197452224,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
140,3255,화물,정기,하,덕소,20:37:00,도담,23:35:00,2:58:00,143.3,일월화수목금토,중앙선,,20:37:00,23:35:00,10680,48.30337078651686,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
141,3256,화물,정기,상,입석리,13:10:00,광운대,16:54:00,3:44:00,158.6,일월화수목금토,중앙선,,13:10:00,16:54:00,13440,42.482142857142854,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
142,3261,화물,정기,하,팔당,10:52:00,쌍룡,14:28:00,3:36:00,140.0,일월화수목금토,중앙선,,10:52:00,14:28:00,12960,38.888888888888886,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
143,3262,화물,정기,상,쌍룡,6:50:00,팔당,9:34:00,2:44:00,140.0,일월화수목금토,중앙선,,06:50:00,09:34:00,9840,51.21951219512195,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
144,3263,화물,정기,하,팔당,16:00:00,쌍룡,20:17:00,4:17:00,140.0,일월화수목금토,중앙선,,16:00:00,20:17:00,15420,32.68482490272373,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
145,3264,화물,정기,상,쌍룡,10:40:00,팔당,14:01:00,3:21:00,140.0,일월화수목금토,중앙선,,10:40:00,14:01:00,12060,41.7910447761194,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
146,3271,화물,정기,하,도담,5:30:00,가천,11:04:00,5:34:00,197.6,일월화수목금토,중앙선,,05:30:00,11:04:00,20040,35.49700598802395,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
147,3272,화물,정기,상,가천,16:50:00,제천조차장,22:21:00,5:31:00,215.8,일월화수목금토,중앙선,,16:50:00,22:21:00,19860,39.1178247734139,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
148,3273,화물,정기,하,제천조차장,7:09:00,신동,12:44:00,5:35:00,243.3,월화수목금,중앙선,,07:09:00,12:44:00,20100,43.57611940298508,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Jungang Line,0
149,3274,화물,정기,상,신동,14:35:00,제천조차장,20:49:00,6:14:00,243.3,월화수목금,중앙선,,14:35:00,20:49:00,22440,39.032085561497325,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Jungang Line,0
150,3275,화물,정기,하,도담,7:00:00,무릉,9:36:00,2:36:00,89.2,월화수목금,중앙선,,07:00:00,09:36:00,9360,34.30769230769231,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Jungang Line,0
151,3276,화물,정기,상,무릉,11:26:00,도담,13:53:00,2:27:00,89.2,월화수목금,중앙선,,11:26:00,13:53:00,8820,36.40816326530612,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Jungang Line,0
152,3277,화물,정기,하,영주,6:10:00,마산,13:17:00,7:07:00,266.5,일월화수목금토,중앙선,,06:10:00,13:17:00,25620,37.44730679156909,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
153,3278,화물,정기,상,마산,17:00:00,영주,23:45:00,6:45:00,266.5,일월화수목금토,중앙선,,17:00:00,23:45:00,24300,39.48148148148148,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
154,3281,화물,정기,하,도안,13:10:00,동해,20:05:00,6:55:00,238.0,월화수목금,태백선,,13:10:00,20:05:00,24900,34.40963855421687,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Taebaek Line,0
155,3282,화물,정기,상,동해,4:20:00,도안,9:56:00,5:36:00,241.0,월화수목금,충북선,,04:20:00,09:56:00,20160,43.03571428571429,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Chungbuk Line,0
156,3284,화물,정기,상,동해,9:42:00,음성,16:48:00,7:06:00,224.2,일화수목금토,충북선,,09:42:00,16:48:00,25560,31.577464788732396,"['Sun', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
157,3286,화물,정기,상,옥계,19:16:00,제천조차장,0:55:00,5:39:00,181.5,월화수목금토,태백선,,19:16:00,00:55:00,20340,32.123893805309734,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,1
158,3311,화물,정기,하,군산,10:10:00,태금,14:26:00,4:16:00,193.6,일월화수목금토,장항선,,10:10:00,14:26:00,15360,45.375,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
159,3312,화물,정기,상,태금,1:50:00,군산,7:56:00,6:06:00,193.6,일월화수목금토,장항선,,01:50:00,07:56:00,21960,31.737704918032787,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
160,3321,화물,정기,상,철암,5:00:00,간치,14:01:00,9:01:00,367.5,일월화수목금토,충북선,,05:00:00,14:01:00,32460,40.75785582255083,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
161,3322,화물,정기,상,간치,17:20:00,제천조차장,23:00:00,5:40:00,253.8,일월화수목금토,장항선,,17:20:00,23:00:00,20400,44.78823529411765,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
162,3331,화물,정기,하,인천,15:20:00,입석리,20:44:00,5:24:00,279.0,일월화수목금토,충북선,,15:20:00,20:44:00,19440,51.666666666666664,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Chungbuk Line,0
163,3333,화물,정기,하,인천,15:30:00,제천조차장,20:20:00,4:50:00,190.7,월화수목금토,중앙선,,15:30:00,20:20:00,17400,39.4551724137931,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
164,3334,화물,정기,상,제천조차장,9:55:00,인천,14:57:00,5:02:00,190.7,월화수목금토,중앙선,,09:55:00,14:57:00,18120,37.88741721854304,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
165,3342,화물,정기,상,괴동,0:07:00,제천조차장,6:41:00,6:34:00,258.6,일월화수목금토,중앙선,,00:07:00,06:41:00,23640,39.38071065989848,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
166,3343,화물,정기,하,제천조차장,6:00:00,괴동,12:43:00,6:43:00,258.6,일월화수목금토,중앙선,,06:00:00,12:43:00,24180,38.50124069478908,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
167,3345,화물,정기,하,입석리,11:00:00,괴동,18:58:00,7:58:00,270.0,일월화수목금토,중앙선,,11:00:00,18:58:00,28680,33.89121338912134,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
168,3346,화물,정기,상,괴동,14:35:00,도담,20:37:00,6:02:00,240.4,일월화수목금토,중앙선,,14:35:00,20:37:00,21720,39.84530386740332,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
169,3347,화물,정기,하,제천,14:10:00,괴동,21:16:00,7:06:00,256.3,일월화수목금토,중앙선,,14:10:00,21:16:00,25560,36.098591549295776,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
170,3348,화물,정기,상,괴동,20:30:00,제천조차장,4:42:00,8:12:00,258.6,일월화수목금토,중앙선,,20:30:00,04:42:00,29520,31.536585365853664,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,1
171,3349,화물,정기,하,석항,13:33:00,괴동,22:02:00,8:29:00,305.3,일월화수목금토,태백선,,13:33:00,22:02:00,30540,35.988212180746565,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
172,3350,화물,정기,상,괴동,23:10:00,입석리,7:41:00,8:31:00,270.0,일월화수목금토,태백선,,23:10:00,07:41:00,30660,31.702544031311152,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,1
173,3351,화물,정기,하,제천,15:40:00,괴동,22:49:00,7:09:00,256.3,일월화수목금토,중앙선,,15:40:00,22:49:00,25740,35.84615384615385,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
174,3352,화물,정기,상,괴동,23:54:00,제천,6:05:00,6:11:00,256.3,일월화수목금토,중앙선,,23:54:00,06:05:00,22260,41.45013477088949,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,1
175,3361,화물,정기,하,제천조차장,16:20:00,영주,18:50:00,2:30:00,64.7,월화수목금토,중앙선,,16:20:00,18:50:00,9000,25.880000000000003,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,0
176,3371,화물,정기,하,제천조차장,16:58:00,철암,19:56:00,2:58:00,110.7,일월화수목금토,태백선,,16:58:00,19:56:00,10680,37.31460674157303,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
177,3372,화물,정기,상,철암,16:00:00,제천조차장,20:01:00,4:01:00,113.7,월화수목금토,태백선,,16:00:00,20:01:00,14460,28.307053941908716,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
178,3381,화물,정기,하,제천조차장,8:00:00,동해,12:55:00,4:55:00,161.0,월화수목금토,태백선,,08:00:00,12:55:00,17700,32.74576271186441,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
179,3382,화물,정기,상,동해,3:55:00,제천조차장,8:45:00,4:50:00,164.0,일월화수목금토,태백선,,03:55:00,08:45:00,17400,33.93103448275862,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
180,3383,화물,정기,하,제천조차장,8:35:00,동해,14:07:00,5:32:00,171.3,일월화수목금토,영동선,,08:35:00,14:07:00,19920,30.957831325301207,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
181,3384,화물,정기,상,동해,20:17:00,제천조차장,0:46:00,4:29:00,164.0,일월화수목금토,태백선,,20:17:00,00:46:00,16140,36.57992565055762,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,1
182,3385,화물,정기,하,제천조차장,17:34:00,동해,23:03:00,5:29:00,161.0,월화수목금토,태백선,,17:34:00,23:03:00,19740,29.361702127659573,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Taebaek Line,0
183,3391,화물,정기,하,제천조차장,10:54:00,동해,18:14:00,7:20:00,212.3,일월화수목금토,영동선,,10:54:00,18:14:00,26400,28.950000000000003,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
184,3392,화물,정기,상,동해,12:10:00,제천조차장,19:55:00,7:45:00,212.3,일월화수목금토,영동선,,12:10:00,19:55:00,27900,27.393548387096775,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
185,3393,화물,정기,하,영주,19:10:00,동해,23:59:00,4:49:00,147.6,월화수목금토,영동선,,19:10:00,23:59:00,17340,30.643598615916954,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
186,3396,화물,정기,상,동해,5:57:00,석포,7:36:00,1:39:00,70.8,월화수목금토,영동선,,05:57:00,07:36:00,5940,42.90909090909091,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
187,3398,화물,정기,상,철암,16:48:00,영주,18:59:00,2:11:00,87.0,일월화수목금토,영동선,,16:48:00,18:59:00,7860,39.84732824427481,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Yeongdong Line,0
188,3411,화물,정기,하,의왕,18:55:00,괴동,3:18:00,8:23:00,398.0,일월화수목금토,경부선,,18:55:00,03:18:00,30180,47.4751491053678,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,1
189,3412,화물,정기,상,괴동,16:22:00,오봉,0:56:00,8:34:00,402.3,일월화수목금토,경부선,,16:22:00,00:56:00,30840,46.961089494163424,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,1
190,3413,화물,정기,하,오봉,18:54:00,태화강,6:44:00,11:50:00,414.9,일월화수목금토,중앙선,,18:54:00,06:44:00,42600,35.06197183098591,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jungang Line,1
191,3414,화물,정기,상,괴동,20:12:00,오봉,4:18:00,8:06:00,402.3,일월화수목금토,경부선,,20:12:00,04:18:00,29160,49.66666666666667,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,1
192,3421,화물,정기,하,의왕,10:06:00,태금,18:19:00,8:13:00,396.7,일월화수목금토,전라선,,10:06:00,18:19:00,29580,48.27991886409736,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jeolla Line,0
193,3422,화물,정기,상,태금,20:58:00,오봉,3:50:00,6:52:00,392.3,일월화수목금토,전라선,,20:58:00,03:50:00,24720,57.13106796116505,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jeolla Line,1
194,3423,화물,정기,하,오봉,16:03:00,태금,0:08:00,8:05:00,392.3,일월화수목금토,전라선,,16:03:00,00:08:00,29100,48.531958762886596,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jeolla Line,1
195,3424,화물,정기,상,태금,15:15:00,오봉,22:49:00,7:34:00,392.2,일월화수목금토,경부선,,15:15:00,22:49:00,27240,51.83259911894273,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
196,3431,화물,정기,하,신례원,21:45:00,광양,2:52:00,5:07:00,278.3,월화수목금토,장항선,,21:45:00,02:52:00,18420,54.390879478827365,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,1
197,3432,화물,정기,상,광양,10:00:00,신례원,16:02:00,6:02:00,278.3,월화수목금토,장항선,,10:00:00,16:02:00,21720,46.127071823204425,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
198,3433,화물,정기,하,삽교,6:30:00,광양,12:33:00,6:03:00,265.5,월화수목금토,장항선,,06:30:00,12:33:00,21780,43.88429752066116,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
199,3434,화물,정기,상,광양,14:20:00,천안,19:00:00,4:40:00,306.5,월화수목금토,전라선,,14:20:00,19:00:00,16800,65.67857142857143,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jeolla Line,0
200,3435,화물,정기,하,천안,14:00:00,광양,21:20:00,7:20:00,321.4,월화수목금토,장항선,,14:00:00,21:20:00,26400,43.82727272727273,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
201,3436,화물,정기,상,광양,3:52:00,천안,11:28:00,7:36:00,321.4,월화수목금토,장항선,,03:52:00,11:28:00,27360,42.28947368421053,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
202,3437,화물,정기,하,신례원,10:26:00,광양,16:13:00,5:47:00,336.2,월화수목금토,전라선,,10:26:00,16:13:00,20820,58.13256484149856,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Jeolla Line,0
203,3438,화물,정기,상,광양,17:30:00,신례원,23:02:00,5:32:00,278.3,월화수목금토,장항선,,17:30:00,23:02:00,19920,50.29518072289157,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Janghang Line,0
204,3441,화물,정기,하,괴동,15:35:00,순천,23:00:00,7:25:00,328.2,일월화수목금토,경전선,,15:35:00,23:00:00,26700,44.25168539325843,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongjeon Line,0
205,3442,화물,정기,상,태금,16:00:00,괴동,23:54:00,7:54:00,338.8,일월화수목금토,경전선,,16:00:00,23:54:00,28440,42.88607594936709,"['Sun', 'Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongjeon Line,0
206,3471,화물,정기,하,의왕,2:30:00,온산,12:35:00,10:05:00,444.6,월화수목금토,경부선,,02:30:00,12:35:00,36300,44.09256198347107,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
207,3472,화물,정기,상,온산,15:28:00,수색,0:27:00,8:59:00,477.7,월화수목금토,대구선,,15:28:00,00:27:00,32340,53.176252319109466,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Daegu Line,1
208,3481,화물,정기,하,의왕,6:15:00,가야,16:06:00,9:51:00,410.3,월화수목금토,경부선,,06:15:00,16:06:00,35460,41.654822335025386,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
209,3482,화물,정기,상,가야,5:30:00,의왕,15:15:00,9:45:00,401.5,월화수목금토,경부선,,05:30:00,15:15:00,35100,41.17948717948718,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri', 'Sat']",Gyeongbu Line,0
210,3485,화물,정기,하,황등,7:50:00,목포,12:22:00,4:32:00,195.3,월화수목금,호남선,,07:50:00,12:22:00,16320,43.08088235294118,"['Mon', 'Tue', 'Wed', 'Thu', 'Fri']",Honam Line,0
